predicted,test
8.314800529814553,7.1
8.314800529814553,9.84
10.063157757789321,9.16
10.33906783079624,9.54
8.314800529814553,8.04
12.340301130079297,10.94
11.004325903428487,9.15
10.33906783079624,13.43
8.357658000181214,8.48
13.823934147074361,11.84
8.907936256119061,7.9
10.33906783079624,10.49
7.403709681732555,6.87
7.729044751571885,5.12
15.390599153045747,17.4
11.749349639187525,10.58
10.33906783079624,11.45
7.241809707992592,5.53
13.531362712763322,13.68
8.647158116039071,7.23
8.314800529814553,8.2
8.65372295317867,8.22
7.196060158230625,6.82
10.063157757789321,13.68
7.729044751571885,6.29
6.232584817412814,5.65
8.314800529814553,8.16
8.647158116039071,9.7
8.65372295317867,10.03
8.65372295317867,9.88
8.907936256119061,7.83
8.65372295317867,8.36
8.359532448427327,7.56
8.838500991560442,12.42
14.322823394246068,13.56
9.690532422121123,9.06
5.293904031143966,6.87
8.314800529814553,5.53
8.0875827440554,9.7
8.647158116039071,8.29
7.998970765669115,11.69
8.314800529814553,7.23
21.346573148999695,30.98
10.33906783079624,10.24
8.94238959906055,8.52
10.33906783079624,10.76
7.442365705469789,5.23
7.729044751571885,9.53
7.422048336690772,6.51
6.847809030818327,5.66
11.625292905832149,10.08
6.847809030818327,7.62
8.314800529814553,8.09
7.928973166162874,8.61
11.80547562842682,9.98
6.847809030818327,5.98
6.847809030818327,7.53
7.196060158230625,5.03
8.308166063547812,9.0
8.0875827440554,14.64
8.359532448427327,9.02
7.442365705469789,9.12
8.907936256119061,8.07
11.952130149997286,10.79
7.196060158230625,6.42
8.0875827440554,9.62
6.847809030818327,7.77
8.65372295317867,8.53
11.625292905832149,8.44
6.847809030818327,8.06
11.80547562842682,10.37
8.94238959906055,10.11
7.196060158230625,7.56
11.004325903428487,10.47
